# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2023-05-18 18:26:12 -04:00	(nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08211520 Oso Ck at Corpus Christi, TX
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 08211520
#    TS_ID       Parameter Description
#    142059      00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#
agency_cd	site_no	datetime	tz_cd	142059_00060	142059_00060_cd
USGS	08211520	2022-09-01 16:00	CDT	28.0	A
USGS	08211520	2022-09-01 16:15	CDT	27.6	A
USGS	08211520	2022-09-01 16:30	CDT	27.6	A
USGS	08211520	2022-09-01 16:45	CDT	27.2	A
USGS	08211520	2022-09-01 17:00	CDT	26.9	A
USGS	08211520	2022-09-01 17:15	CDT	27.4	A
USGS	08211520	2022-09-01 17:30	CDT	27.2	A
USGS	08211520	2022-09-01 17:45	CDT	26.6	A
USGS	08211520	2022-09-01 18:00	CDT	26.2	A
USGS	08211520	2022-09-01 18:15	CDT	25.7	A
USGS	08211520	2022-09-01 18:30	CDT	25.9	A
USGS	08211520	2022-09-01 18:45	CDT	25.9	A
USGS	08211520	2022-09-01 19:00	CDT	26.5	A
USGS	08211520	2022-09-01 19:15	CDT	25.7	A
USGS	08211520	2022-09-01 19:30	CDT	26.0	A
USGS	08211520	2022-09-01 19:45	CDT	25.7	A
USGS	08211520	2022-09-01 20:00	CDT	25.6	A
USGS	08211520	2022-09-01 20:15	CDT	25.0	A
USGS	08211520	2022-09-01 20:30	CDT	25.0	A
USGS	08211520	2022-09-01 20:45	CDT	25.3	A
USGS	08211520	2022-09-01 21:00	CDT	25.1	A
USGS	08211520	2022-09-01 21:15	CDT	25.1	A
USGS	08211520	2022-09-01 21:30	CDT	24.7	A
USGS	08211520	2022-09-01 21:45	CDT	24.1	A
USGS	08211520	2022-09-01 22:00	CDT	24.1	A
USGS	08211520	2022-09-01 22:15	CDT	24.2	A
USGS	08211520	2022-09-01 22:30	CDT	24.2	A
USGS	08211520	2022-09-01 22:45	CDT	23.6	A
USGS	08211520	2022-09-01 23:00	CDT	23.8	A
USGS	08211520	2022-09-01 23:15	CDT	23.3	A
USGS	08211520	2022-09-01 23:30	CDT	23.2	A
USGS	08211520	2022-09-01 23:45	CDT	23.6	A
USGS	08211520	2022-09-02 00:00	CDT	23.2	A
USGS	08211520	2022-09-02 00:15	CDT	23.3	A
USGS	08211520	2022-09-02 00:30	CDT	23.1	A
USGS	08211520	2022-09-02 00:45	CDT	22.9	A
USGS	08211520	2022-09-02 01:00	CDT	22.8	A
USGS	08211520	2022-09-02 01:15	CDT	22.9	A
USGS	08211520	2022-09-02 01:30	CDT	22.5	A
USGS	08211520	2022-09-02 01:45	CDT	22.1	A
USGS	08211520	2022-09-02 02:00	CDT	22.5	A
USGS	08211520	2022-09-02 02:15	CDT	22.4	A
USGS	08211520	2022-09-02 02:30	CDT	22.2	A
USGS	08211520	2022-09-02 02:45	CDT	22.1	A
USGS	08211520	2022-09-02 03:00	CDT	21.8	A
USGS	08211520	2022-09-02 03:15	CDT	21.4	A
USGS	08211520	2022-09-02 03:30	CDT	21.4	A
USGS	08211520	2022-09-02 03:45	CDT	21.8	A
USGS	08211520	2022-09-02 04:00	CDT	21.6	A
USGS	08211520	2022-09-02 04:15	CDT	20.9	A
USGS	08211520	2022-09-02 04:30	CDT	21.3	A
USGS	08211520	2022-09-02 04:45	CDT	20.9	A
USGS	08211520	2022-09-02 05:00	CDT	21.2	A
USGS	08211520	2022-09-02 05:15	CDT	21.0	A
USGS	08211520	2022-09-02 05:30	CDT	20.8	A
USGS	08211520	2022-09-02 05:45	CDT	20.3	A
USGS	08211520	2022-09-02 06:00	CDT	20.4	A
USGS	08211520	2022-09-02 06:15	CDT	20.3	A
USGS	08211520	2022-09-02 06:30	CDT	20.1	A
USGS	08211520	2022-09-02 06:45	CDT	20.1	A
USGS	08211520	2022-09-02 07:00	CDT	20.4	A
USGS	08211520	2022-09-02 07:15	CDT	19.6	A
USGS	08211520	2022-09-02 07:30	CDT	19.6	A
USGS	08211520	2022-09-02 07:45	CDT	19.6	A
USGS	08211520	2022-09-02 08:00	CDT	19.4	A
USGS	08211520	2022-09-02 08:15	CDT	19.4	A
USGS	08211520	2022-09-02 08:30	CDT	19.5	A
USGS	08211520	2022-09-02 08:45	CDT	19.3	A
USGS	08211520	2022-09-02 09:00	CDT	19.4	A
USGS	08211520	2022-09-02 09:15	CDT	18.6	A
USGS	08211520	2022-09-02 09:30	CDT	18.5	A
USGS	08211520	2022-09-02 09:45	CDT	18.6	A
USGS	08211520	2022-09-02 10:00	CDT	18.6	A
USGS	08211520	2022-09-02 10:15	CDT	18.4	A
USGS	08211520	2022-09-02 10:30	CDT	18.6	A
USGS	08211520	2022-09-02 10:45	CDT	18.6	A
USGS	08211520	2022-09-02 11:00	CDT	18.3	A
USGS	08211520	2022-09-02 11:15	CDT	18.3	A
USGS	08211520	2022-09-02 11:30	CDT	17.8	A
USGS	08211520	2022-09-02 11:45	CDT	18.3	A
USGS	08211520	2022-09-02 12:00	CDT	17.8	A
USGS	08211520	2022-09-02 12:15	CDT	17.5	A
USGS	08211520	2022-09-02 12:30	CDT	17.5	A
USGS	08211520	2022-09-02 12:45	CDT	17.3	A
USGS	08211520	2022-09-02 13:00	CDT	17.4	A
USGS	08211520	2022-09-02 13:15	CDT	17.5	A
USGS	08211520	2022-09-02 13:30	CDT	17.1	A
USGS	08211520	2022-09-02 13:45	CDT	17.1	A
USGS	08211520	2022-09-02 14:00	CDT	17.1	A
USGS	08211520	2022-09-02 14:15	CDT	17.2	A
USGS	08211520	2022-09-02 14:30	CDT	17.1	A
USGS	08211520	2022-09-02 14:45	CDT	17.1	A
USGS	08211520	2022-09-02 15:00	CDT	16.9	A
USGS	08211520	2022-09-02 15:15	CDT	16.8	A
USGS	08211520	2022-09-02 15:30	CDT	16.5	A
USGS	08211520	2022-09-02 15:45	CDT	16.1	A
USGS	08211520	2022-09-02 16:00	CDT	16.2	A
USGS	08211520	2022-09-02 16:15	CDT	16.2	A
USGS	08211520	2022-09-02 16:30	CDT	16.1	A
USGS	08211520	2022-09-02 16:45	CDT	16.0	A
USGS	08211520	2022-09-02 17:00	CDT	16.2	A
USGS	08211520	2022-09-02 17:15	CDT	16.0	A
USGS	08211520	2022-09-02 17:30	CDT	15.5	A
USGS	08211520	2022-09-02 17:45	CDT	16.0	A
USGS	08211520	2022-09-02 18:00	CDT	15.8	A
USGS	08211520	2022-09-02 18:15	CDT	15.4	A
USGS	08211520	2022-09-02 18:30	CDT	15.2	A
USGS	08211520	2022-09-02 18:45	CDT	15.8	A
USGS	08211520	2022-09-02 19:00	CDT	15.2	A
USGS	08211520	2022-09-02 19:15	CDT	15.2	A
USGS	08211520	2022-09-02 19:30	CDT	14.9	A
USGS	08211520	2022-09-02 19:45	CDT	15.0	A
USGS	08211520	2022-09-02 20:00	CDT	14.9	A
USGS	08211520	2022-09-02 20:15	CDT	14.6	A
USGS	08211520	2022-09-02 20:30	CDT	14.6	A
USGS	08211520	2022-09-02 20:45	CDT	14.8	A
USGS	08211520	2022-09-02 21:00	CDT	14.1	A
USGS	08211520	2022-09-02 21:15	CDT	14.6	A
USGS	08211520	2022-09-02 21:30	CDT	14.6	A
USGS	08211520	2022-09-02 21:45	CDT	14.8	A
USGS	08211520	2022-09-02 22:00	CDT	14.4	A
USGS	08211520	2022-09-02 22:15	CDT	14.2	A
USGS	08211520	2022-09-02 22:30	CDT	14.2	A
USGS	08211520	2022-09-02 22:45	CDT	14.4	A
USGS	08211520	2022-09-02 23:00	CDT	14.0	A
USGS	08211520	2022-09-02 23:15	CDT	14.0	A
USGS	08211520	2022-09-02 23:30	CDT	14.1	A
USGS	08211520	2022-09-02 23:45	CDT	14.1	A
USGS	08211520	2022-09-03 00:00	CDT	14.2	A
USGS	08211520	2022-09-03 00:15	CDT	14.3	A
USGS	08211520	2022-09-03 00:30	CDT	14.1	A
USGS	08211520	2022-09-03 00:45	CDT	14.3	A
USGS	08211520	2022-09-03 01:00	CDT	14.4	A
USGS	08211520	2022-09-03 01:15	CDT	14.1	A
USGS	08211520	2022-09-03 01:45	CDT	14.1	A
USGS	08211520	2022-09-03 02:00	CDT	14.4	A
USGS	08211520	2022-09-03 02:15	CDT	14.3	A
USGS	08211520	2022-09-03 02:30	CDT	14.3	A
USGS	08211520	2022-09-03 03:00	CDT	14.5	A
USGS	08211520	2022-09-03 03:15	CDT	14.5	A
USGS	08211520	2022-09-03 03:30	CDT	14.1	A
USGS	08211520	2022-09-03 03:45	CDT	13.9	A
USGS	08211520	2022-09-03 04:00	CDT	14.3	A
USGS	08211520	2022-09-03 04:30	CDT	14.7	A
USGS	08211520	2022-09-03 04:45	CDT	14.5	A
USGS	08211520	2022-09-03 05:00	CDT	14.4	A
USGS	08211520	2022-09-03 05:15	CDT	14.4	A
USGS	08211520	2022-09-03 05:30	CDT	15.5	A
USGS	08211520	2022-09-03 05:45	CDT	17.0	A
USGS	08211520	2022-09-03 06:00	CDT	18.7	A
USGS	08211520	2022-09-03 06:15	CDT	19.7	A
USGS	08211520	2022-09-03 06:30	CDT	20.2	A
USGS	08211520	2022-09-03 06:45	CDT	22.2	A
USGS	08211520	2022-09-03 07:00	CDT	23.3	A
USGS	08211520	2022-09-03 07:15	CDT	24.0	A
USGS	08211520	2022-09-03 07:30	CDT	24.6	A
USGS	08211520	2022-09-03 07:45	CDT	25.9	A
USGS	08211520	2022-09-03 08:00	CDT	25.9	A
USGS	08211520	2022-09-03 08:15	CDT	26.8	A
USGS	08211520	2022-09-03 08:30	CDT	27.5	A
USGS	08211520	2022-09-03 08:45	CDT	27.6	A
USGS	08211520	2022-09-03 09:00	CDT	27.9	A
USGS	08211520	2022-09-03 09:15	CDT	27.5	A
USGS	08211520	2022-09-03 09:30	CDT	27.6	A
USGS	08211520	2022-09-03 09:45	CDT	28.9	A
USGS	08211520	2022-09-03 10:00	CDT	29.4	A
USGS	08211520	2022-09-03 10:15	CDT	31.0	A
USGS	08211520	2022-09-03 10:30	CDT	31.7	A
USGS	08211520	2022-09-03 10:45	CDT	34.0	A
USGS	08211520	2022-09-03 11:00	CDT	40.8	A
USGS	08211520	2022-09-03 11:15	CDT	51.5	A
USGS	08211520	2022-09-03 11:30	CDT	61.4	A
USGS	08211520	2022-09-03 11:45	CDT	70.4	A
USGS	08211520	2022-09-03 12:00	CDT	78.4	A
USGS	08211520	2022-09-03 12:15	CDT	85.3	A
USGS	08211520	2022-09-03 12:30	CDT	90.7	A
USGS	08211520	2022-09-03 12:45	CDT	93.9	A
USGS	08211520	2022-09-03 13:00	CDT	97.8	A
USGS	08211520	2022-09-03 13:15	CDT	100	A
USGS	08211520	2022-09-03 13:30	CDT	104	A
USGS	08211520	2022-09-03 13:45	CDT	106	A
USGS	08211520	2022-09-03 14:00	CDT	106	A
USGS	08211520	2022-09-03 14:15	CDT	110	A
USGS	08211520	2022-09-03 14:30	CDT	112	A
USGS	08211520	2022-09-03 14:45	CDT	114	A
USGS	08211520	2022-09-03 15:00	CDT	116	A
USGS	08211520	2022-09-03 15:15	CDT	117	A
USGS	08211520	2022-09-03 15:30	CDT	119	A
USGS	08211520	2022-09-03 15:45	CDT	120	A
USGS	08211520	2022-09-03 16:00	CDT	122	A
USGS	08211520	2022-09-03 16:15	CDT	123	A
USGS	08211520	2022-09-03 16:30	CDT	125	A
USGS	08211520	2022-09-03 16:45	CDT	127	A
USGS	08211520	2022-09-03 17:00	CDT	127	A
USGS	08211520	2022-09-03 17:15	CDT	128	A
USGS	08211520	2022-09-03 17:30	CDT	127	A
USGS	08211520	2022-09-03 17:45	CDT	125	A
USGS	08211520	2022-09-03 18:00	CDT	127	A
USGS	08211520	2022-09-03 18:15	CDT	127	A
USGS	08211520	2022-09-03 18:30	CDT	124	A
USGS	08211520	2022-09-03 18:45	CDT	125	A
USGS	08211520	2022-09-03 19:00	CDT	122	A
USGS	08211520	2022-09-03 19:15	CDT	123	A
USGS	08211520	2022-09-03 19:30	CDT	121	A
USGS	08211520	2022-09-03 19:45	CDT	118	A
USGS	08211520	2022-09-03 20:00	CDT	117	A
USGS	08211520	2022-09-03 20:15	CDT	116	A
USGS	08211520	2022-09-03 20:30	CDT	113	A
USGS	08211520	2022-09-03 20:45	CDT	110	A
USGS	08211520	2022-09-03 21:00	CDT	110	A
USGS	08211520	2022-09-03 21:15	CDT	107	A
USGS	08211520	2022-09-03 21:30	CDT	105	A
USGS	08211520	2022-09-03 21:45	CDT	102	A
USGS	08211520	2022-09-03 22:00	CDT	100	A
USGS	08211520	2022-09-03 22:15	CDT	98.6	A
USGS	08211520	2022-09-03 22:30	CDT	96.4	A
USGS	08211520	2022-09-03 22:45	CDT	93.6	A
USGS	08211520	2022-09-03 23:00	CDT	90.1	A
USGS	08211520	2022-09-03 23:15	CDT	88.0	A
USGS	08211520	2022-09-03 23:30	CDT	87.6	A
USGS	08211520	2022-09-03 23:45	CDT	84.9	A
USGS	08211520	2022-09-04 00:00	CDT	81.9	A
USGS	08211520	2022-09-04 00:15	CDT	80.0	A
USGS	08211520	2022-09-04 00:30	CDT	78.1	A
USGS	08211520	2022-09-04 00:45	CDT	77.8	A
USGS	08211520	2022-09-04 01:00	CDT	75.6	A
USGS	08211520	2022-09-04 01:15	CDT	74.4	A
USGS	08211520	2022-09-04 01:30	CDT	72.2	A
USGS	08211520	2022-09-04 01:45	CDT	71.0	A
USGS	08211520	2022-09-04 02:00	CDT	70.4	A
USGS	08211520	2022-09-04 02:15	CDT	69.8	A
USGS	08211520	2022-09-04 02:30	CDT	68.6	A
USGS	08211520	2022-09-04 02:45	CDT	67.2	A
USGS	08211520	2022-09-04 03:00	CDT	66.3	A
USGS	08211520	2022-09-04 03:15	CDT	65.4	A
USGS	08211520	2022-09-04 03:30	CDT	65.4	A
USGS	08211520	2022-09-04 03:45	CDT	64.8	A
USGS	08211520	2022-09-04 04:00	CDT	64.0	A
USGS	08211520	2022-09-04 04:15	CDT	63.4	A
USGS	08211520	2022-09-04 04:30	CDT	62.8	A
USGS	08211520	2022-09-04 04:45	CDT	62.8	A
USGS	08211520	2022-09-04 05:00	CDT	61.1	A
USGS	08211520	2022-09-04 05:15	CDT	60.6	A
USGS	08211520	2022-09-04 05:30	CDT	60.3	A
USGS	08211520	2022-09-04 05:45	CDT	59.8	A
USGS	08211520	2022-09-04 06:00	CDT	58.4	A
USGS	08211520	2022-09-04 06:15	CDT	57.6	A
USGS	08211520	2022-09-04 06:30	CDT	57.3	A
USGS	08211520	2022-09-04 06:45	CDT	56.5	A
USGS	08211520	2022-09-04 07:00	CDT	55.1	A
USGS	08211520	2022-09-04 07:15	CDT	54.6	A
USGS	08211520	2022-09-04 07:30	CDT	52.8	A
USGS	08211520	2022-09-04 07:45	CDT	52.2	A
USGS	08211520	2022-09-04 08:00	CDT	51.0	A
USGS	08211520	2022-09-04 08:15	CDT	49.4	A
USGS	08211520	2022-09-04 08:30	CDT	49.2	A
USGS	08211520	2022-09-04 08:45	CDT	48.4	A
USGS	08211520	2022-09-04 09:00	CDT	46.4	A
USGS	08211520	2022-09-04 09:15	CDT	46.0	A
USGS	08211520	2022-09-04 09:30	CDT	45.2	A
USGS	08211520	2022-09-04 09:45	CDT	45.5	A
USGS	08211520	2022-09-04 10:00	CDT	43.1	A
USGS	08211520	2022-09-04 10:15	CDT	43.1	A
USGS	08211520	2022-09-04 10:30	CDT	42.4	A
USGS	08211520	2022-09-04 10:45	CDT	41.2	A
USGS	08211520	2022-09-04 11:00	CDT	40.8	A
USGS	08211520	2022-09-04 11:15	CDT	39.6	A
USGS	08211520	2022-09-04 11:30	CDT	38.8	A
USGS	08211520	2022-09-04 11:45	CDT	38.6	A
USGS	08211520	2022-09-04 12:00	CDT	37.2	A
USGS	08211520	2022-09-04 12:15	CDT	36.3	A
USGS	08211520	2022-09-04 12:30	CDT	36.0	A
USGS	08211520	2022-09-04 12:45	CDT	36.1	A
USGS	08211520	2022-09-04 13:00	CDT	35.8	A
USGS	08211520	2022-09-04 13:15	CDT	34.9	A
USGS	08211520	2022-09-04 13:30	CDT	36.0	A
USGS	08211520	2022-09-04 13:45	CDT	43.3	A
USGS	08211520	2022-09-04 14:00	CDT	52.8	A
USGS	08211520	2022-09-04 14:15	CDT	67.2	A
USGS	08211520	2022-09-04 14:30	CDT	86.6	A
USGS	08211520	2022-09-04 14:45	CDT	115	A
USGS	08211520	2022-09-04 15:00	CDT	150	A
USGS	08211520	2022-09-04 15:15	CDT	183	A
USGS	08211520	2022-09-04 15:30	CDT	214	A
USGS	08211520	2022-09-04 15:45	CDT	244	A
USGS	08211520	2022-09-04 16:00	CDT	269	A
USGS	08211520	2022-09-04 16:15	CDT	294	A
USGS	08211520	2022-09-04 16:30	CDT	321	A
USGS	08211520	2022-09-04 16:45	CDT	339	A
USGS	08211520	2022-09-04 17:00	CDT	349	A
USGS	08211520	2022-09-04 17:15	CDT	361	A
USGS	08211520	2022-09-04 17:30	CDT	372	A
USGS	08211520	2022-09-04 17:45	CDT	389	A
USGS	08211520	2022-09-04 18:00	CDT	381	A
USGS	08211520	2022-09-04 18:15	CDT	371	A
USGS	08211520	2022-09-04 18:30	CDT	361	A
USGS	08211520	2022-09-04 18:45	CDT	350	A
USGS	08211520	2022-09-04 19:00	CDT	340	A
USGS	08211520	2022-09-04 19:15	CDT	330	A
USGS	08211520	2022-09-04 19:30	CDT	322	A
USGS	08211520	2022-09-04 19:45	CDT	312	A
USGS	08211520	2022-09-04 20:00	CDT	306	A
USGS	08211520	2022-09-04 20:15	CDT	298	A
USGS	08211520	2022-09-04 20:30	CDT	288	A
USGS	08211520	2022-09-04 20:45	CDT	280	A
USGS	08211520	2022-09-04 21:00	CDT	271	A
USGS	08211520	2022-09-04 21:15	CDT	263	A
USGS	08211520	2022-09-04 21:30	CDT	255	A
USGS	08211520	2022-09-04 21:45	CDT	247	A
USGS	08211520	2022-09-04 22:00	CDT	240	A
USGS	08211520	2022-09-04 22:15	CDT	233	A
USGS	08211520	2022-09-04 22:30	CDT	226	A
USGS	08211520	2022-09-04 22:45	CDT	220	A
USGS	08211520	2022-09-04 23:00	CDT	214	A
USGS	08211520	2022-09-04 23:15	CDT	209	A
USGS	08211520	2022-09-04 23:30	CDT	204	A
USGS	08211520	2022-09-04 23:45	CDT	199	A
USGS	08211520	2022-09-05 00:00	CDT	195	A
USGS	08211520	2022-09-05 00:15	CDT	192	A
USGS	08211520	2022-09-05 00:30	CDT	189	A
USGS	08211520	2022-09-05 00:45	CDT	185	A
USGS	08211520	2022-09-05 01:00	CDT	182	A
USGS	08211520	2022-09-05 01:15	CDT	178	A
USGS	08211520	2022-09-05 01:30	CDT	175	A
USGS	08211520	2022-09-05 01:45	CDT	171	A
USGS	08211520	2022-09-05 02:00	CDT	167	A
USGS	08211520	2022-09-05 02:15	CDT	163	A
USGS	08211520	2022-09-05 02:30	CDT	160	A
USGS	08211520	2022-09-05 02:45	CDT	157	A
USGS	08211520	2022-09-05 03:00	CDT	153	A
USGS	08211520	2022-09-05 03:15	CDT	150	A
USGS	08211520	2022-09-05 03:30	CDT	147	A
USGS	08211520	2022-09-05 03:45	CDT	144	A
USGS	08211520	2022-09-05 04:00	CDT	141	A
USGS	08211520	2022-09-05 04:15	CDT	137	A
USGS	08211520	2022-09-05 04:30	CDT	135	A
USGS	08211520	2022-09-05 04:45	CDT	132	A
USGS	08211520	2022-09-05 05:00	CDT	129	A
USGS	08211520	2022-09-05 05:15	CDT	126	A
USGS	08211520	2022-09-05 05:30	CDT	123	A
USGS	08211520	2022-09-05 05:45	CDT	119	A
USGS	08211520	2022-09-05 06:00	CDT	117	A
USGS	08211520	2022-09-05 06:15	CDT	115	A
USGS	08211520	2022-09-05 06:30	CDT	112	A
USGS	08211520	2022-09-05 06:45	CDT	109	A
USGS	08211520	2022-09-05 07:00	CDT	106	A
USGS	08211520	2022-09-05 07:15	CDT	103	A
USGS	08211520	2022-09-05 07:30	CDT	100	A
USGS	08211520	2022-09-05 07:45	CDT	97.8	A
USGS	08211520	2022-09-05 08:00	CDT	95.7	A
USGS	08211520	2022-09-05 08:15	CDT	93.2	A
USGS	08211520	2022-09-05 08:30	CDT	90.4	A
USGS	08211520	2022-09-05 08:45	CDT	88.0	A
USGS	08211520	2022-09-05 09:00	CDT	85.6	A
USGS	08211520	2022-09-05 09:15	CDT	83.6	A
USGS	08211520	2022-09-05 09:30	CDT	81.9	A
USGS	08211520	2022-09-05 09:45	CDT	79.3	A
USGS	08211520	2022-09-05 10:00	CDT	76.5	A
USGS	08211520	2022-09-05 10:15	CDT	73.4	A
USGS	08211520	2022-09-05 10:30	CDT	71.0	A
USGS	08211520	2022-09-05 10:45	CDT	68.3	A
USGS	08211520	2022-09-05 11:00	CDT	66.3	A
USGS	08211520	2022-09-05 11:15	CDT	64.6	A
USGS	08211520	2022-09-05 11:30	CDT	64.1	A
USGS	08211520	2022-09-05 11:45	CDT	63.7	A
USGS	08211520	2022-09-05 12:00	CDT	63.3	A
USGS	08211520	2022-09-05 12:15	CDT	62.8	A
USGS	08211520	2022-09-05 12:30	CDT	62.4	A
USGS	08211520	2022-09-05 12:45	CDT	62.0	A
USGS	08211520	2022-09-05 13:00	CDT	61.5	A
USGS	08211520	2022-09-05 13:15	CDT	61.1	A
USGS	08211520	2022-09-05 13:30	CDT	60.7	A
USGS	08211520	2022-09-05 13:45	CDT	60.2	A
USGS	08211520	2022-09-05 14:00	CDT	59.8	A
USGS	08211520	2022-09-05 14:15	CDT	59.4	A
USGS	08211520	2022-09-05 14:30	CDT	58.9	A
USGS	08211520	2022-09-05 14:45	CDT	58.5	A
USGS	08211520	2022-09-05 15:00	CDT	58.1	A
USGS	08211520	2022-09-05 15:15	CDT	57.7	A
USGS	08211520	2022-09-05 15:30	CDT	57.2	A
USGS	08211520	2022-09-05 15:45	CDT	56.8	A
USGS	08211520	2022-09-05 16:00	CDT	56.4	A
USGS	08211520	2022-09-05 16:15	CDT	55.9	A
USGS	08211520	2022-09-05 16:30	CDT	55.5	A
USGS	08211520	2022-09-05 16:45	CDT	55.1	A
USGS	08211520	2022-09-05 17:00	CDT	54.6	A
USGS	08211520	2022-09-05 17:15	CDT	54.2	A
USGS	08211520	2022-09-05 17:30	CDT	53.8	A
USGS	08211520	2022-09-05 17:45	CDT	53.3	A
USGS	08211520	2022-09-05 18:00	CDT	52.9	A
USGS	08211520	2022-09-05 18:15	CDT	52.5	A
USGS	08211520	2022-09-05 18:30	CDT	52.0	A
USGS	08211520	2022-09-05 18:45	CDT	51.6	A
USGS	08211520	2022-09-05 19:00	CDT	51.2	A
USGS	08211520	2022-09-05 19:15	CDT	50.8	A
USGS	08211520	2022-09-05 19:30	CDT	50.3	A
USGS	08211520	2022-09-05 19:45	CDT	49.9	A
USGS	08211520	2022-09-05 20:00	CDT	49.5	A
USGS	08211520	2022-09-05 20:15	CDT	49.0	A
USGS	08211520	2022-09-05 20:30	CDT	48.6	A
USGS	08211520	2022-09-05 20:45	CDT	48.2	A
USGS	08211520	2022-09-05 21:00	CDT	47.7	A
USGS	08211520	2022-09-05 21:15	CDT	47.3	A
USGS	08211520	2022-09-05 21:30	CDT	46.9	A
USGS	08211520	2022-09-05 21:45	CDT	46.4	A
USGS	08211520	2022-09-05 22:00	CDT	46.0	A
USGS	08211520	2022-09-05 22:15	CDT	45.6	A
USGS	08211520	2022-09-05 22:30	CDT	45.1	A
USGS	08211520	2022-09-05 22:45	CDT	44.7	A
USGS	08211520	2022-09-05 23:00	CDT	44.3	A
USGS	08211520	2022-09-05 23:15	CDT	43.9	A
USGS	08211520	2022-09-05 23:30	CDT	43.4	A
USGS	08211520	2022-09-05 23:45	CDT	43.0	A
USGS	08211520	2022-09-06 00:00	CDT	42.6	A
USGS	08211520	2022-09-06 00:15	CDT	42.1	A
USGS	08211520	2022-09-06 00:30	CDT	41.7	A
USGS	08211520	2022-09-06 00:45	CDT	41.3	A
USGS	08211520	2022-09-06 01:00	CDT	40.8	A
USGS	08211520	2022-09-06 01:15	CDT	40.4	A
USGS	08211520	2022-09-06 01:30	CDT	40.0	A
USGS	08211520	2022-09-06 01:45	CDT	39.5	A
USGS	08211520	2022-09-06 02:00	CDT	39.1	A
USGS	08211520	2022-09-06 02:15	CDT	38.7	A
USGS	08211520	2022-09-06 02:30	CDT	38.2	A
USGS	08211520	2022-09-06 02:45	CDT	37.8	A
USGS	08211520	2022-09-06 03:00	CDT	37.4	A
USGS	08211520	2022-09-06 03:15	CDT	37.0	A
USGS	08211520	2022-09-06 03:30	CDT	36.5	A
USGS	08211520	2022-09-06 03:45	CDT	36.1	A
USGS	08211520	2022-09-06 04:00	CDT	35.7	A
USGS	08211520	2022-09-06 04:15	CDT	35.2	A
USGS	08211520	2022-09-06 04:30	CDT	34.8	A
USGS	08211520	2022-09-06 04:45	CDT	34.4	A
USGS	08211520	2022-09-06 05:00	CDT	33.9	A
USGS	08211520	2022-09-06 05:15	CDT	33.5	A
USGS	08211520	2022-09-06 05:30	CDT	33.1	A
USGS	08211520	2022-09-06 05:45	CDT	32.6	A
USGS	08211520	2022-09-06 06:00	CDT	32.2	A
USGS	08211520	2022-09-06 06:15	CDT	31.8	A
USGS	08211520	2022-09-06 06:30	CDT	31.3	A
USGS	08211520	2022-09-06 06:45	CDT	30.9	A
USGS	08211520	2022-09-06 07:00	CDT	30.5	A
USGS	08211520	2022-09-06 07:15	CDT	30.1	A
USGS	08211520	2022-09-06 07:30	CDT	29.6	A
USGS	08211520	2022-09-06 07:45	CDT	29.2	A
USGS	08211520	2022-09-06 08:00	CDT	28.8	A
USGS	08211520	2022-09-06 08:15	CDT	28.3	A
USGS	08211520	2022-09-06 08:30	CDT	27.9	A
USGS	08211520	2022-09-06 08:45	CDT	27.5	A
USGS	08211520	2022-09-06 09:00	CDT	27.0	A
USGS	08211520	2022-09-06 09:15	CDT	26.6	A
USGS	08211520	2022-09-06 09:45	CDT	25.1	A
USGS	08211520	2022-09-06 10:00	CDT	25.0	A
USGS	08211520	2022-09-06 10:15	CDT	23.8	A
USGS	08211520	2022-09-06 10:30	CDT	23.9	A
USGS	08211520	2022-09-06 10:45	CDT	23.8	A
USGS	08211520	2022-09-06 11:00	CDT	23.8	A
USGS	08211520	2022-09-06 11:15	CDT	23.1	A
USGS	08211520	2022-09-06 11:30	CDT	23.2	A
USGS	08211520	2022-09-06 11:45	CDT	22.8	A
USGS	08211520	2022-09-06 12:00	CDT	22.7	A
USGS	08211520	2022-09-06 12:15	CDT	22.9	A
USGS	08211520	2022-09-06 12:30	CDT	22.4	A
USGS	08211520	2022-09-06 12:45	CDT	21.7	A
USGS	08211520	2022-09-06 13:00	CDT	21.9	A
USGS	08211520	2022-09-06 13:15	CDT	21.7	A
USGS	08211520	2022-09-06 13:30	CDT	21.6	A
USGS	08211520	2022-09-06 13:45	CDT	21.1	A
USGS	08211520	2022-09-06 14:00	CDT	20.8	A
USGS	08211520	2022-09-06 14:15	CDT	20.7	A
USGS	08211520	2022-09-06 14:30	CDT	20.5	A
